"payment_id","city","country","film_category","film_rating","payment_amount"
26552,"Cavite","Philippines","Children","PG-13","2.99"
26553,"Emeishan","China","Horror","PG-13","0.99"
26554,"Emeishan","China","Foreign","NC-17","6.99"
26555,"Emeishan","China","Children","R","0.99"
26556,"Emeishan","China","Horror","PG","3.99"
26557,"Emeishan","China","Sports","NC-17","2.99"
26558,"Emeishan","China","New","PG-13","3.99"
26559,"Emeishan","China","Documentary","NC-17","4.99"
26560,"Emeishan","China","Family","G","8.99"
26561,"Emeishan","China","Classics","PG-13","4.99"
26562,"Emeishan","China","Sports","NC-17","6.99"
26563,"Emeishan","China","Classics","R","4.99"
26564,"Emeishan","China","Classics","PG-13","4.99"
26565,"Nakhon Sawan","Thailand","Animation","G","2.99"
26566,"Nakhon Sawan","Thailand","Horror","R","4.99"
26567,"Nakhon Sawan","Thailand","Action","G","3.99"
26568,"Nakhon Sawan","Thailand","Sports","PG","2.99"
26569,"Nakhon Sawan","Thailand","Comedy","NC-17","5.99"
26570,"Nakhon Sawan","Thailand","Family","PG-13","4.99"
26571,"Nakhon Sawan","Thailand","Sci-Fi","G","0.99"
26572,"Nakhon Sawan","Thailand","Family","R","3.99"
26573,"Nakhon Sawan","Thailand","Comedy","R","5.99"
26574,"Nakhon Sawan","Thailand","Drama","PG","0.99"
26575,"Nakhon Sawan","Thailand","Music","NC-17","5.99"
26576,"Nakhon Sawan","Thailand","Travel","PG-13","2.99"
26577,"Nakhon Sawan","Thailand","Games","NC-17","4.99"
26578,"Nakhon Sawan","Thailand","Travel","NC-17","4.99"
26579,"Izumisano","Japan","Sci-Fi","NC-17","5.99"
26580,"Izumisano","Japan","Drama","PG-13","0.99"
26581,"Izumisano","Japan","Classics","R","0.99"
26582,"Izumisano","Japan","Documentary","PG","7.99"
26583,"Izumisano","Japan","Documentary","PG","4.99"
26584,"Izumisano","Japan","Action","R","3.99"
26585,"Izumisano","Japan","Animation","PG","2.99"
26586,"Izumisano","Japan","Sci-Fi","NC-17","0.99"
26587,"Izumisano","Japan","Action","R","0.99"
26588,"Izumisano","Japan","New","G","6.99"
26589,"Izumisano","Japan","Travel","R","0.99"
26590,"Izumisano","Japan","Sports","NC-17","7.99"
26591,"Addis Abeba","Ethiopia","Travel","G","2.99"
26592,"Addis Abeba","Ethiopia","Games","R","0.99"
26593,"Addis Abeba","Ethiopia","Classics","NC-17","2.99"
26594,"Addis Abeba","Ethiopia","Children","R","2.99"
26595,"Addis Abeba","Ethiopia","Animation","PG-13","1.99"
26596,"Addis Abeba","Ethiopia","Comedy","NC-17","0.99"
26597,"Addis Abeba","Ethiopia","Drama","NC-17","9.99"
26598,"Addis Abeba","Ethiopia","Games","NC-17","0.99"
26599,"Korolev","Russian Federation","Horror","PG","2.99"
26600,"Korolev","Russian Federation","Foreign","NC-17","8.99"
26601,"Korolev","Russian Federation","Drama","PG-13","5.99"
26602,"Korolev","Russian Federation","New","PG","7.99"
26603,"Korolev","Russian Federation","Travel","NC-17","4.99"
26604,"Korolev","Russian Federation","Children","R","2.99"
26605,"Korolev","Russian Federation","Action","PG","0.99"
26606,"Korolev","Russian Federation","Sci-Fi","NC-17","8.99"
26607,"Korolev","Russian Federation","Classics","PG-13","0.99"
26608,"Korolev","Russian Federation","Action","G","4.99"
26609,"Korolev","Russian Federation","New","PG-13","0.99"
26610,"Korolev","Russian Federation","New","G","7.99"
26611,"Korolev","Russian Federation","Animation","R","1.99"
26612,"Gijn","Spain","Horror","PG-13","0.99"
26613,"Gijn","Spain","Animation","G","6.99"
26614,"Gijn","Spain","Documentary","R","2.99"
26615,"Gijn","Spain","Sci-Fi","NC-17","6.99"
26616,"Gijn","Spain","Sports","PG","4.99"
26617,"Gijn","Spain","Children","G","4.99"
26618,"Gijn","Spain","Animation","R","4.99"
26619,"Gijn","Spain","Classics","R","3.99"
26620,"Gijn","Spain","Comedy","PG","0.99"
26621,"Gijn","Spain","Drama","PG-13","0.99"
26622,"al-Qadarif","Sudan","Action","NC-17","0.99"
26623,"al-Qadarif","Sudan","Comedy","G","5.99"
26624,"al-Qadarif","Sudan","Music","PG","4.99"
26625,"al-Qadarif","Sudan","Sports","R","0.99"
26626,"al-Qadarif","Sudan","Drama","PG-13","0.99"
26627,"al-Qadarif","Sudan","Foreign","PG-13","2.99"
26628,"al-Qadarif","Sudan","Music","NC-17","7.99"
26629,"Iwatsuki","Japan","New","R","6.99"
26630,"Iwatsuki","Japan","Classics","G","1.99"
26631,"Iwatsuki","Japan","Foreign","PG","2.99"
26632,"Iwatsuki","Japan","Animation","PG","4.99"
26633,"Iwatsuki","Japan","Comedy","G","2.99"
26634,"Iwatsuki","Japan","Drama","R","0.99"
26635,"Iwatsuki","Japan","Comedy","PG","2.99"
26636,"Iwatsuki","Japan","Drama","NC-17","2.99"
26637,"Iwatsuki","Japan","Children","PG-13","2.99"
26638,"Iwatsuki","Japan","Drama","PG-13","5.99"
26639,"Iwatsuki","Japan","Children","G","2.99"
26640,"Iwatsuki","Japan","Documentary","R","0.99"
26641,"Iwatsuki","Japan","New","PG","6.99"
26642,"Atinsk","Russian Federation","Travel","PG","5.99"
26643,"Atinsk","Russian Federation","Action","NC-17","0.99"
26644,"Atinsk","Russian Federation","Drama","NC-17","4.99"
26645,"Atinsk","Russian Federation","Action","PG-13","4.99"
26646,"Atinsk","Russian Federation","Sci-Fi","G","4.99"
26647,"Atinsk","Russian Federation","Animation","NC-17","2.99"
26648,"Atinsk","Russian Federation","Drama","NC-17","2.99"
26649,"Atinsk","Russian Federation","Classics","PG-13","4.99"
26650,"Atinsk","Russian Federation","Sci-Fi","R","2.99"
26651,"Atinsk","Russian Federation","Games","PG-13","4.99"
26652,"Atinsk","Russian Federation","Travel","R","6.99"
26653,"Atinsk","Russian Federation","Animation","NC-17","0.99"
26654,"Atinsk","Russian Federation","Drama","PG-13","1.99"
26655,"Bag","Brazil","Action","PG-13","5.99"
26656,"Bag","Brazil","Foreign","R","3.99"
26657,"Bag","Brazil","Action","G","4.99"
26658,"Bag","Brazil","New","PG-13","7.99"
26659,"Bag","Brazil","Children","PG","2.99"
26660,"Bag","Brazil","Sports","G","5.99"
26661,"Bag","Brazil","Children","PG","1.99"
26662,"Okara","Pakistan","Sports","R","0.99"
26663,"Okara","Pakistan","Foreign","PG-13","4.99"
26664,"Okara","Pakistan","Children","PG-13","0.99"
26665,"Okara","Pakistan","Travel","PG","2.99"
26666,"Okara","Pakistan","Foreign","PG","6.99"
26667,"Okara","Pakistan","Drama","NC-17","4.99"
26668,"Okara","Pakistan","Horror","PG-13","5.99"
26669,"Okara","Pakistan","Foreign","PG-13","2.99"
26670,"Dallas","United States","Travel","R","6.99"
26671,"Dallas","United States","Documentary","PG","2.99"
26672,"Dallas","United States","Sci-Fi","R","6.99"
26673,"Dallas","United States","New","PG","5.99"
26674,"Dallas","United States","Music","PG","5.99"
26675,"Dallas","United States","Sports","PG-13","2.99"
26676,"Dallas","United States","Sci-Fi","R","2.99"
26677,"Dallas","United States","Classics","R","5.99"
26678,"Dallas","United States","Comedy","R","5.99"
26679,"Dallas","United States","Games","G","4.99"
26680,"Dallas","United States","Children","R","2.99"
26681,"Koriyama","Japan","Children","NC-17","0.99"
26682,"Koriyama","Japan","Sports","G","7.99"
26683,"Koriyama","Japan","Action","R","0.99"
26684,"Lengshuijiang","China","Action","NC-17","3.99"
26685,"Koriyama","Japan","Family","PG","4.99"
26686,"Koriyama","Japan","Drama","G","2.99"
26687,"Koriyama","Japan","New","NC-17","2.99"
26688,"Koriyama","Japan","Children","G","8.99"
26689,"Koriyama","Japan","Comedy","NC-17","4.99"
26690,"Koriyama","Japan","Horror","R","0.99"
26691,"Brest","France","Music","NC-17","6.99"
26692,"Brest","France","Drama","NC-17","3.99"
26693,"Brest","France","Sports","PG-13","5.99"
26694,"Brest","France","Animation","NC-17","2.99"
26695,"Brest","France","New","G","3.99"
26696,"Brest","France","Children","R","4.99"
26697,"Brest","France","Comedy","PG","2.99"
26698,"Brest","France","New","PG-13","3.99"
26699,"Brest","France","Drama","PG-13","0.99"
26700,"Brest","France","Sci-Fi","PG-13","7.99"
26701,"Brest","France","Children","NC-17","6.99"
26702,"Brest","France","New","NC-17","0.99"
26703,"Valparai","India","Comedy","R","6.99"
26704,"Valparai","India","Horror","R","3.99"
26705,"Valparai","India","Children","G","4.99"
26706,"Valparai","India","Horror","PG","4.99"
26707,"Valparai","India","Classics","R","2.99"
26708,"Valparai","India","Drama","PG-13","4.99"
26709,"Valparai","India","Sci-Fi","PG","4.99"
26710,"Valparai","India","Children","NC-17","5.99"
26711,"Valparai","India","Animation","G","2.99"
26712,"Valparai","India","Classics","PG","7.99"
26713,"Valparai","India","Music","R","4.99"
26714,"Valparai","India","Sci-Fi","NC-17","5.99"
26715,"Omiya","Japan","Sports","NC-17","2.99"
26716,"Omiya","Japan","Foreign","G","2.99"
26717,"Omiya","Japan","New","NC-17","8.99"
26718,"Omiya","Japan","Documentary","PG","4.99"
26719,"Omiya","Japan","Music","NC-17","4.99"
26720,"Omiya","Japan","Sports","PG","3.99"
26721,"Omiya","Japan","Action","NC-17","1.99"
26722,"Omiya","Japan","Games","R","0.99"
26723,"Omiya","Japan","Documentary","PG","4.99"
26724,"Omiya","Japan","Animation","PG-13","5.99"
26725,"Omiya","Japan","Animation","PG-13","3.99"
26726,"Omiya","Japan","Drama","PG-13","4.99"
26727,"Omiya","Japan","Foreign","G","4.99"
26728,"Omiya","Japan","Documentary","PG","2.99"
26729,"Tandil","Argentina","Classics","R","0.99"
26730,"Tandil","Argentina","Sports","G","0.99"
26731,"Tandil","Argentina","Travel","R","7.99"
26732,"Tandil","Argentina","Drama","NC-17","0.99"
26733,"Tandil","Argentina","Games","R","1.99"
26734,"Tandil","Argentina","Animation","R","2.99"
26735,"Tandil","Argentina","Games","PG-13","2.99"
26736,"Tandil","Argentina","Music","NC-17","0.99"
26737,"Tandil","Argentina","New","PG","2.99"
26738,"Tandil","Argentina","Travel","R","5.99"
26739,"Tandil","Argentina","Sports","PG-13","0.99"
26740,"Charlotte Amalie","Virgin Islands, U.S.","Music","NC-17","4.99"
26741,"Charlotte Amalie","Virgin Islands, U.S.","Music","R","4.99"
26742,"Charlotte Amalie","Virgin Islands, U.S.","Animation","R","0.99"
26743,"Charlotte Amalie","Virgin Islands, U.S.","Documentary","PG","0.99"
26744,"Charlotte Amalie","Virgin Islands, U.S.","New","R","2.99"
26745,"Charlotte Amalie","Virgin Islands, U.S.","Sports","NC-17","5.99"
26746,"Charlotte Amalie","Virgin Islands, U.S.","Foreign","G","4.99"
26747,"Charlotte Amalie","Virgin Islands, U.S.","Animation","G","4.99"
26748,"Charlotte Amalie","Virgin Islands, U.S.","Comedy","PG","7.99"
26749,"Charlotte Amalie","Virgin Islands, U.S.","Drama","PG-13","4.99"
26750,"Charlotte Amalie","Virgin Islands, U.S.","New","PG-13","2.99"
26751,"Charlotte Amalie","Virgin Islands, U.S.","Action","PG-13","0.99"
26752,"Charlotte Amalie","Virgin Islands, U.S.","Documentary","NC-17","0.99"
26753,"Charlotte Amalie","Virgin Islands, U.S.","Classics","NC-17","1.99"
26754,"Charlotte Amalie","Virgin Islands, U.S.","Animation","PG-13","0.99"
26755,"Charlotte Amalie","Virgin Islands, U.S.","Classics","PG-13","4.99"
26756,"Charlotte Amalie","Virgin Islands, U.S.","Children","PG","2.99"
26757,"Charlotte Amalie","Virgin Islands, U.S.","Animation","NC-17","8.99"
26758,"Rustenburg","South Africa","Drama","NC-17","0.99"
26759,"Rustenburg","South Africa","Action","R","4.99"
26760,"Rustenburg","South Africa","Foreign","PG-13","9.99"
26761,"Rustenburg","South Africa","Horror","R","0.99"
26762,"Rustenburg","South Africa","Action","G","5.99"
26763,"Rustenburg","South Africa","Animation","PG-13","4.99"
26764,"Rustenburg","South Africa","Sports","PG","2.99"
26765,"Rustenburg","South Africa","Games","PG-13","4.99"
26766,"Rustenburg","South Africa","Drama","G","9.99"
26767,"Rustenburg","South Africa","Games","G","0.99"
26768,"Rustenburg","South Africa","Action","PG-13","2.99"
26769,"Jaffna","Sri Lanka","Classics","R","3.99"
26770,"Jaffna","Sri Lanka","Comedy","G","0.99"
26771,"Jaffna","Sri Lanka","Family","PG","0.99"
26772,"Jaffna","Sri Lanka","Travel","G","4.99"
26773,"Jaffna","Sri Lanka","Children","G","2.99"
26774,"Jaffna","Sri Lanka","Family","NC-17","4.99"
26775,"Jaffna","Sri Lanka","Children","PG","4.99"
26776,"Jaffna","Sri Lanka","Sports","R","4.99"
26777,"Jaffna","Sri Lanka","Comedy","G","3.99"
26778,"Jaffna","Sri Lanka","Games","G","6.99"
26779,"Jaffna","Sri Lanka","Family","R","0.99"
26780,"Jaffna","Sri Lanka","Sports","NC-17","4.99"
26781,"Deba Habe","Nigeria","Family","G","5.99"
26782,"Deba Habe","Nigeria","Music","NC-17","4.99"
26783,"Deba Habe","Nigeria","Drama","PG-13","3.99"
26784,"Deba Habe","Nigeria","Classics","R","5.99"
26785,"Deba Habe","Nigeria","Action","G","0.99"
26786,"Deba Habe","Nigeria","Children","PG-13","2.99"
26787,"Deba Habe","Nigeria","Family","R","7.99"
26788,"Deba Habe","Nigeria","Comedy","R","4.99"
26789,"Deba Habe","Nigeria","Documentary","R","2.99"
26790,"Deba Habe","Nigeria","Music","PG","2.99"
26791,"Deba Habe","Nigeria","Games","PG-13","0.99"
26792,"Deba Habe","Nigeria","Animation","PG-13","4.99"
26793,"Deba Habe","Nigeria","Drama","NC-17","5.99"
26794,"Deba Habe","Nigeria","Games","PG-13","1.99"
26795,"Deba Habe","Nigeria","Sci-Fi","G","0.99"
26796,"Richmond Hill","Canada","Action","G","0.99"
26797,"Richmond Hill","Canada","Sports","NC-17","0.99"
26798,"Richmond Hill","Canada","Family","PG-13","3.99"
26799,"Richmond Hill","Canada","Action","G","4.99"
26800,"Richmond Hill","Canada","Games","PG-13","5.99"
26801,"Richmond Hill","Canada","Foreign","R","2.99"
26802,"Richmond Hill","Canada","Games","NC-17","4.99"
26803,"Richmond Hill","Canada","Sci-Fi","R","5.99"
26804,"Richmond Hill","Canada","Music","NC-17","4.99"
26805,"Richmond Hill","Canada","Comedy","PG","5.99"
26806,"Richmond Hill","Canada","Sports","PG","4.99"
26807,"Richmond Hill","Canada","Action","PG","3.99"
26808,"Richmond Hill","Canada","Action","G","0.99"
26809,"Richmond Hill","Canada","Foreign","NC-17","2.99"
26810,"Cianjur","Indonesia","Family","PG-13","2.99"
26811,"Cianjur","Indonesia","Sci-Fi","G","0.99"
26812,"Cianjur","Indonesia","Action","PG","2.99"
26813,"Cianjur","Indonesia","Animation","PG","5.99"
26814,"Cianjur","Indonesia","Drama","NC-17","2.99"
26815,"Cianjur","Indonesia","Animation","NC-17","1.99"
26816,"Cianjur","Indonesia","Family","NC-17","0.99"
26817,"Cianjur","Indonesia","Animation","PG-13","2.99"
26818,"Cianjur","Indonesia","Animation","G","2.99"
26819,"Cianjur","Indonesia","Animation","NC-17","0.99"
26820,"Cianjur","Indonesia","Music","R","5.99"
26821,"Cianjur","Indonesia","Sports","NC-17","0.99"
26822,"Hoshiarpur","India","Children","PG","0.99"
26823,"Hoshiarpur","India","Action","NC-17","0.99"
26824,"Hoshiarpur","India","Travel","PG-13","0.99"
26825,"Hoshiarpur","India","Family","NC-17","8.99"
26826,"Hoshiarpur","India","Sports","G","8.99"
26827,"Hoshiarpur","India","Drama","R","0.99"
26828,"Hoshiarpur","India","Action","G","4.99"
26829,"Berhampore (Baharampur)","India","Sci-Fi","NC-17","4.99"
26830,"Berhampore (Baharampur)","India","Horror","PG","0.99"
26831,"Berhampore (Baharampur)","India","Action","R","7.99"
26832,"Berhampore (Baharampur)","India","Children","PG","4.99"
26833,"Berhampore (Baharampur)","India","Foreign","G","0.99"
26834,"Berhampore (Baharampur)","India","Comedy","PG-13","0.99"
26835,"Allende","Mexico","Drama","PG-13","10.99"
26836,"Allende","Mexico","Travel","PG","3.99"
26837,"Allende","Mexico","Travel","R","7.99"
26838,"Allende","Mexico","Family","NC-17","0.99"
26839,"Allende","Mexico","Games","R","0.99"
26840,"Allende","Mexico","Family","PG-13","0.99"
26841,"Allende","Mexico","Horror","PG-13","2.99"
26842,"Allende","Mexico","Comedy","PG-13","2.99"
26843,"Allende","Mexico","Horror","PG-13","2.99"
26844,"Allende","Mexico","Sports","G","5.99"
26845,"Amersfoort","Netherlands","Sports","PG","8.99"
26846,"Amersfoort","Netherlands","Documentary","G","0.99"
26847,"Amersfoort","Netherlands","Children","R","0.99"
26848,"Amersfoort","Netherlands","Animation","PG-13","5.99"
26849,"Amersfoort","Netherlands","Action","PG","3.99"
26850,"Amersfoort","Netherlands","New","PG","4.99"
26851,"Amersfoort","Netherlands","Comedy","G","0.99"
26852,"Amersfoort","Netherlands","Drama","NC-17","4.99"
26853,"Amersfoort","Netherlands","Sports","R","2.99"
26854,"Amersfoort","Netherlands","Action","PG","2.99"
26855,"Amersfoort","Netherlands","Documentary","R","2.99"
26856,"Dadu","Pakistan","Drama","NC-17","3.99"
26857,"Dadu","Pakistan","Horror","PG","2.99"
26858,"Dadu","Pakistan","Action","PG-13","2.99"
26859,"Dadu","Pakistan","Foreign","PG","7.99"
26860,"Dadu","Pakistan","Documentary","NC-17","0.99"
26861,"Dadu","Pakistan","Sci-Fi","PG-13","2.99"
26862,"Dadu","Pakistan","Games","NC-17","5.99"
26863,"Dadu","Pakistan","Children","G","2.99"
26864,"Dadu","Pakistan","Horror","PG-13","2.99"
26865,"Dadu","Pakistan","Documentary","NC-17","2.99"
26866,"al-Qatif","Saudi Arabia","Sci-Fi","PG","4.99"
26867,"al-Qatif","Saudi Arabia","Documentary","PG","2.99"
26868,"al-Qatif","Saudi Arabia","Sci-Fi","PG","9.99"
26869,"al-Qatif","Saudi Arabia","Sci-Fi","PG","6.99"
26870,"al-Qatif","Saudi Arabia","Drama","PG-13","4.99"
26871,"al-Qatif","Saudi Arabia","Action","PG","2.99"
26872,"al-Qatif","Saudi Arabia","Action","G","2.99"
26873,"San Felipe de Puerto Plata","Dominican Republic","Sci-Fi","PG","0.99"
26874,"San Felipe de Puerto Plata","Dominican Republic","Drama","PG-13","7.99"
26875,"San Felipe de Puerto Plata","Dominican Republic","Foreign","NC-17","2.99"
26876,"San Felipe de Puerto Plata","Dominican Republic","Foreign","G","0.99"
26877,"San Felipe de Puerto Plata","Dominican Republic","Foreign","R","4.99"
26878,"San Felipe de Puerto Plata","Dominican Republic","Horror","G","4.99"
26879,"San Felipe de Puerto Plata","Dominican Republic","Documentary","R","5.99"
26880,"San Felipe de Puerto Plata","Dominican Republic","Music","PG-13","0.99"
26881,"San Felipe de Puerto Plata","Dominican Republic","New","NC-17","10.99"
26882,"San Felipe de Puerto Plata","Dominican Republic","Sports","R","4.99"
26883,"Katihar","India","Action","PG-13","0.99"
26884,"Katihar","India","Classics","NC-17","4.99"
26885,"Katihar","India","Horror","NC-17","0.99"
26886,"Katihar","India","Sports","PG","5.99"
26887,"Katihar","India","Games","NC-17","0.99"
26888,"Katihar","India","Animation","NC-17","3.99"
26889,"Katihar","India","Animation","PG-13","0.99"
26890,"Katihar","India","Sci-Fi","PG","0.99"
26891,"Katihar","India","Music","R","3.99"
26892,"Katihar","India","Foreign","PG","4.99"
26893,"Katihar","India","Sci-Fi","PG-13","2.99"
26894,"Katihar","India","Sports","R","4.99"
26895,"Katihar","India","Children","PG-13","2.99"
26896,"El Monte","United States","Sci-Fi","PG","4.99"
26897,"El Monte","United States","Music","R","4.99"
26898,"El Monte","United States","Animation","R","4.99"
26899,"El Monte","United States","Classics","NC-17","0.99"
26900,"El Monte","United States","Action","R","3.99"
26901,"El Monte","United States","Games","PG-13","4.99"
26902,"El Monte","United States","Children","NC-17","4.99"
26903,"El Monte","United States","Music","NC-17","4.99"
26904,"El Monte","United States","Documentary","R","2.99"
26905,"El Monte","United States","Action","G","0.99"
26906,"El Monte","United States","Horror","G","0.99"
26907,"Pudukkottai","India","Music","NC-17","7.99"
26908,"Pudukkottai","India","Sci-Fi","R","5.99"
26909,"Pudukkottai","India","Horror","G","8.99"
26910,"Pudukkottai","India","Sports","PG-13","5.99"
26911,"Pudukkottai","India","Sci-Fi","PG","0.99"
26912,"Pudukkottai","India","Family","G","3.99"
26913,"Pudukkottai","India","Travel","NC-17","4.99"
26914,"Pudukkottai","India","Animation","PG","2.99"
26915,"Pudukkottai","India","Horror","PG-13","4.99"
26916,"Pudukkottai","India","Drama","NC-17","4.99"
26917,"Pudukkottai","India","Comedy","PG-13","4.99"
26918,"Pudukkottai","India","Sports","G","0.99"
26919,"Pudukkottai","India","Comedy","G","4.99"
26920,"Laohekou","China","Sci-Fi","PG","4.99"
26921,"Laohekou","China","Games","NC-17","2.99"
26922,"Laohekou","China","Drama","PG-13","0.99"
26923,"Laohekou","China","Drama","PG-13","1.99"
26924,"Laohekou","China","Drama","PG","0.99"
26925,"Laohekou","China","Classics","R","4.99"
26926,"Laohekou","China","Comedy","PG-13","4.99"
26927,"Sawhaj","Egypt","Action","G","0.99"
26928,"Sawhaj","Egypt","Games","NC-17","0.99"
26929,"Sawhaj","Egypt","Foreign","PG-13","2.99"
26930,"Sawhaj","Egypt","Documentary","G","1.99"
26931,"Sawhaj","Egypt","Sci-Fi","R","5.99"
26932,"Sawhaj","Egypt","Travel","PG","2.99"
26933,"Sawhaj","Egypt","Sci-Fi","PG-13","4.99"
26934,"Sawhaj","Egypt","Music","R","0.99"
26935,"Sawhaj","Egypt","Drama","PG-13","9.99"
26936,"Sawhaj","Egypt","Horror","R","9.99"
26937,"Sawhaj","Egypt","Family","PG","3.99"
26938,"Sawhaj","Egypt","Documentary","R","9.99"
26939,"Sawhaj","Egypt","Music","R","2.99"
26940,"Shanwei","China","Animation","PG","0.99"
26941,"Shanwei","China","Children","PG-13","0.99"
26942,"Shanwei","China","Foreign","R","0.99"
26943,"Shanwei","China","Animation","PG-13","5.99"
26944,"Shanwei","China","Action","NC-17","0.99"
26945,"Shanwei","China","Family","PG-13","3.99"
26946,"Shanwei","China","Animation","PG-13","2.99"
26947,"Shanwei","China","Drama","NC-17","2.99"
26948,"Shanwei","China","Sports","PG-13","2.99"
26949,"Shanwei","China","New","PG-13","4.99"
26950,"Shanwei","China","Family","PG","1.99"
26951,"Shanwei","China","Drama","G","2.99"
26952,"Shanwei","China","Drama","NC-17","4.99"
26953,"Shanwei","China","Drama","NC-17","8.99"
26954,"Shanwei","China","Games","R","4.99"
26955,"Shanwei","China","Action","PG","6.99"
26956,"San Juan Bautista Tuxtepec","Mexico","Horror","R","4.99"
26957,"San Juan Bautista Tuxtepec","Mexico","Animation","R","2.99"
26958,"San Juan Bautista Tuxtepec","Mexico","Action","R","5.99"
26959,"San Juan Bautista Tuxtepec","Mexico","Action","G","8.99"
26960,"San Juan Bautista Tuxtepec","Mexico","Drama","G","2.99"
26961,"San Juan Bautista Tuxtepec","Mexico","Drama","PG-13","7.99"
26962,"San Juan Bautista Tuxtepec","Mexico","Animation","PG","7.99"
26963,"San Juan Bautista Tuxtepec","Mexico","Classics","NC-17","2.99"
26964,"San Juan Bautista Tuxtepec","Mexico","Drama","NC-17","4.99"
26965,"San Juan Bautista Tuxtepec","Mexico","Classics","G","2.99"
26966,"San Juan Bautista Tuxtepec","Mexico","Travel","PG","2.99"
26967,"San Juan Bautista Tuxtepec","Mexico","Sports","PG","4.99"
26968,"San Juan Bautista Tuxtepec","Mexico","Music","NC-17","0.99"
26969,"San Juan Bautista Tuxtepec","Mexico","Travel","PG-13","0.99"
26970,"San Juan Bautista Tuxtepec","Mexico","Action","PG-13","2.99"
26971,"San Juan Bautista Tuxtepec","Mexico","Documentary","G","0.99"
26972,"San Juan Bautista Tuxtepec","Mexico","Family","PG-13","0.99"
26973,"Purnea (Purnia)","India","Travel","PG","2.99"
26974,"Purnea (Purnia)","India","Documentary","PG-13","4.99"
26975,"Purnea (Purnia)","India","Sports","G","4.99"
26976,"Purnea (Purnia)","India","Music","NC-17","3.99"
26977,"Purnea (Purnia)","India","Children","PG","4.99"
26978,"Purnea (Purnia)","India","Foreign","PG-13","10.99"
26979,"Purnea (Purnia)","India","Games","PG","4.99"
26980,"Purnea (Purnia)","India","Documentary","G","5.99"
26981,"Purnea (Purnia)","India","New","G","5.99"
26982,"Purnea (Purnia)","India","Sci-Fi","PG","4.99"
26983,"Purnea (Purnia)","India","New","PG","10.99"
26984,"Guaruj","Brazil","Family","PG","3.99"
26985,"Guaruj","Brazil","Classics","PG-13","2.99"
26986,"Guaruj","Brazil","Documentary","G","5.99"
26987,"Guaruj","Brazil","Documentary","R","6.99"
26988,"Guaruj","Brazil","Music","PG-13","2.99"
26989,"Guaruj","Brazil","Games","R","7.99"
26990,"Guaruj","Brazil","Classics","R","3.99"
26991,"Guaruj","Brazil","Children","R","5.99"
26992,"Guaruj","Brazil","Comedy","PG","5.99"
26993,"Guaruj","Brazil","Family","PG-13","2.99"
26994,"Syktyvkar","Russian Federation","Family","NC-17","2.99"
26995,"Syktyvkar","Russian Federation","Music","G","5.99"
26996,"Syktyvkar","Russian Federation","Documentary","G","0.99"
26997,"Syktyvkar","Russian Federation","Action","G","4.99"
26998,"Syktyvkar","Russian Federation","Drama","G","5.99"
26999,"Syktyvkar","Russian Federation","Music","R","6.99"
27000,"Syktyvkar","Russian Federation","Action","PG","2.99"
27001,"Syktyvkar","Russian Federation","Comedy","G","4.99"
27002,"Syktyvkar","Russian Federation","Documentary","NC-17","4.99"
27003,"Syktyvkar","Russian Federation","Classics","G","5.99"
27004,"Syktyvkar","Russian Federation","Music","PG","2.99"
27005,"Tsuyama","Japan","Foreign","R","4.99"
27006,"Tsuyama","Japan","Horror","R","7.99"
27007,"Tsuyama","Japan","Travel","R","6.99"
27008,"Tsuyama","Japan","Drama","PG-13","6.99"
27009,"Tsuyama","Japan","Comedy","PG-13","4.99"
27010,"Tsuyama","Japan","Family","PG","1.99"
27011,"Tsuyama","Japan","Foreign","PG-13","2.99"
27012,"Tsuyama","Japan","Family","PG","7.99"
27013,"Tsuyama","Japan","Classics","R","0.99"
27014,"Dzerzinsk","Russian Federation","Drama","NC-17","4.99"
27015,"Dzerzinsk","Russian Federation","Animation","G","5.99"
27016,"Dzerzinsk","Russian Federation","Classics","NC-17","6.99"
27017,"Dzerzinsk","Russian Federation","New","G","6.99"
27018,"Dzerzinsk","Russian Federation","Family","PG","0.99"
27019,"Dzerzinsk","Russian Federation","Music","NC-17","4.99"
27020,"Dzerzinsk","Russian Federation","Horror","R","2.99"
27021,"Sucre","Bolivia","Comedy","G","3.99"
27022,"Sucre","Bolivia","Classics","G","2.99"
27023,"Sucre","Bolivia","Documentary","PG","0.99"
27024,"Sucre","Bolivia","Sports","NC-17","4.99"
27025,"Sucre","Bolivia","Family","PG","4.99"
27026,"Newcastle","South Africa","Games","NC-17","5.99"
27027,"Newcastle","South Africa","Music","R","4.99"
27028,"Newcastle","South Africa","Sports","PG-13","2.99"
27029,"Newcastle","South Africa","Documentary","PG","6.99"
27030,"Newcastle","South Africa","Children","NC-17","4.99"
27031,"Newcastle","South Africa","Travel","R","4.99"
27032,"Newcastle","South Africa","Games","PG","4.99"
27033,"Newcastle","South Africa","Documentary","G","0.99"
27034,"Newcastle","South Africa","Family","G","4.99"
27035,"Newcastle","South Africa","Sci-Fi","R","6.99"
27036,"Newcastle","South Africa","Games","PG-13","4.99"
27037,"Newcastle","South Africa","New","PG-13","2.99"
27038,"Naala-Porto","Mozambique","Foreign","PG","6.99"
27039,"Naala-Porto","Mozambique","Children","NC-17","0.99"
27040,"Naala-Porto","Mozambique","Games","PG-13","7.99"
27041,"Naala-Porto","Mozambique","Drama","PG","0.99"
