"film_id","title","description","rental_duration"
822,"Soup Wisdom","A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention",6
123,"Casablanca Super","A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station",6
119,"Caper Motions","A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention",6
825,"Speakeasy Date","A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse",6
467,"Intrigue Worst","A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat",6
8,"Airport Pollock","A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India",6
474,"Jade Bunch","A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station",6
475,"Japanese Run","A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback",6
993,"Wrong Behavior","A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans",6
948,"Voice Peach","A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse",6
466,"Intolerable Intentions","A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention",6
456,"Inch Jet","A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery",6
485,"Jersey Sassy","A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan",6
487,"Jingle Sagebrush","A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon",6
454,"Impact Aladdin","A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank",6
443,"Hurricane Affair","A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft",6
442,"Hunting Musketeers","A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft",6
492,"Jungle Closer","A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia",6
949,"Volcano Texas","A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback",6
440,"Hunger Roof","A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft",6
117,"Candles Grapes","A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House",6
435,"Hotel Happiness","A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback",6
835,"Spy Mile","A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon",6
428,"Homicide Peach","A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention",6
108,"Butch Panther","A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans",6
505,"Labyrinth League","A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert",6
425,"Holy Tadpole","A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory",6
424,"Holocaust Highball","A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia",6
508,"Lambs Cincinatti","A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia",6
951,"Voyage Legally","A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft",6
510,"Lawless Vision","A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback",6
958,"Wardrobe Phantom","A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India",6
513,"Leathernecks Dwarfs","A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft",6
514,"Lebowski Soldiers","A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China",6
959,"Warlock Werewolf","A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback",6
416,"Highball Potter","A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert",6
560,"Mars Roman","A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia",6
524,"Lion Uncut","A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China",6
412,"Heavyweights Beast","A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park",6
405,"Haunted Antitrust","A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India",6
401,"Harold French","A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert",6
994,"Wyoming Storm","A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat",6
105,"Bull Shawshank","A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies",6
399,"Happiness United","A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan",6
86,"Boogie Amelie","A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico",6
535,"Love Suicides","A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House",6
844,"Steers Armageddon","A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention",6
561,"Mask Peach","A Boring Character Study of a Student And a Robot who must Meet a Woman in California",6
849,"Storm Happiness","A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank",6
393,"Halloween Nuts","A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat",6
391,"Half Outfield","A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat",6
385,"Groundhog Uncut","A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse",6
550,"Maguire Apache","A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon",6
81,"Blindness Gun","A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat",6
383,"Groove Fiction","A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft",6
554,"Malkovich Pet","A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback",6
367,"Goldmine Tycoon","A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback",6
556,"Maltese Hope","A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California",6
998,"Zhivago Core","A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies",6
562,"Masked Bubble","A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft",6
563,"Massacre Usual","A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California",6
359,"Gladiator Westward","A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan",6
565,"Matrix Snowman","A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California",6
566,"Maude Mod","A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria",6
354,"Ghost Groundhog","A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India",6
75,"Bird Independence","A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies",6
571,"Metal Armageddon","A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory",6
353,"Gentlemen Stage","A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station",6
573,"Microcosmos Paradise","A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria",6
343,"Full Flatliners","A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank",6
340,"Frontier Cabin","A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House",6
338,"Frisco Forrest","A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank",6
584,"Mixed Doors","A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India",6
337,"Frida Slipper","A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft",6
334,"Freddy Storm","A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback",6
587,"Mod Secretary","A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans",6
331,"Forward Temple","A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans",6
591,"Monsoon Cause","A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat",6
592,"Monster Spartacus","A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia",6
593,"Monterey Labyrinth","A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat",6
594,"Montezuma Command","A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat",6
326,"Flying Hook","A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria",6
19,"Amadeus Holy","A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon",6
598,"Mosquito Armageddon","A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan",6
965,"Watership Frontier","A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia",6
325,"Floats Garden","A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan",6
72,"Bill Others","A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention",6
603,"Movie Shakespeare","A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin",6
309,"Feud Frogmen","A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies",6
996,"Young Language","A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station",6
608,"Murder Antitrust","A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention",6
612,"Mussolini Spoilers","A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China",6
968,"Werewolf Lola","A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery",6
18,"Alter Victory","A Thoughtful Drama of a Composer And a Feminist who must Meet a Secret Agent in The Canadian Rockies",6
615,"Nash Chocolat","A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft",6
307,"Fellowship Autumn","A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon",6
305,"Fatal Haunted","A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan",6
866,"Sunset Racer","A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California",6
16,"Alley Evolution","A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans",6
303,"Fantasy Troopers","A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention",6
297,"Extraordinary Conquerer","A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin",6
